('1', 'Bag, Barracks Laundry', 'available'),
('5675', 'Buckle, Clip End Wmn’s', 'available'),
('5676', 'Buckle, Clip End Wmn’s', 'not available'),
('5677', 'Buckle, Clip End Wmn’s', 'available'),
('5678', 'Buckle, Clip End Wmn’s', 'not available'),
('5679', 'Buckle, Clip End Wmn’s', 'available'),
('5680', 'Buckle, Clip End Wmn’s', 'not available'),
('5681', 'Buckle, Clip End Wmn’s', 'available'),
('5682', 'Buckle, Clip End Wmn’s', 'not available'),
('5683', 'Buckle, Clip End Wmn’s', 'available'),
('5684', 'Buckle, Clip End Wmn’s', 'not available'),
('5685', 'Buckle, Clip End Wmn’s', 'available'),
('5686', 'Buckle, Clip End Wmn’s', 'not available'),
('5687', 'Buckle, Clip End Wmn’s', 'available'),
('5688', 'Buckle, Clip End Wmn’s', 'not available'),
('5689', 'Buckle, Clip End Wmn’s', 'available'),
('5690', 'Buckle, Clip End Wmn’s', 'not available'),
('5691', 'Buckle, Clip End Wmn’s', 'available'),
('5692', 'Buckle, Clip End Wmn’s', 'not available'),
('5693', 'Buckle, Clip End Wmn’s', 'available'),
('5694', 'Buckle, Clip End Wmn’s', 'not available'),
('5695', 'Buckle, Clip End Wmn’s', 'available'),
('5696', 'Buckle, Clip End Wmn’s', 'not available'),
('5697', 'Buckle, Clip End Wmn’s', 'available'),
('5698', 'Buckle, Clip End Wmn’s', 'not available'),
('5699', 'Buckle, Clip End Wmn’s', 'available'),
('5700', 'Buckle, Clip End Wmn’s', 'not available'),
('5701', 'Coat, Wmn’s ASU', 'available'),
('5702', 'Coat, Wmn’s ASU', 'not available'),
('5703', 'Coat, Wmn’s ASU', 'available'),
('5704', 'Coat, Wmn’s ASU', 'not available'),
('5705', 'Coat, Wmn’s ASU', 'available'),
('5706', 'Coat, Wmn’s ASU', 'not available'),
('5707', 'Coat, Wmn’s ASU', 'available'),
('5708', 'Coat, Wmn’s ASU', 'not available'),
('5709', 'Coat, Wmn’s ASU', 'available'),
('5710', 'Coat, Wmn’s ASU', 'not available'),
('5711', 'Coat, Wmn’s ASU', 'available'),
('5712', 'Coat, Wmn’s ASU', 'not available'),
('5713', 'Coat, Wmn’s ASU', 'available'),
('5714', 'Coat, Wmn’s ASU', 'not available'),
('5715', 'Coat, Wmn’s ASU', 'available'),
('5716', 'Coat, Wmn’s ASU', 'not available'),
('5717', 'Coat, Wmn’s ASU', 'available'),
('5718', 'Coat, Wmn’s ASU', 'not available'),
('5719', 'Coat, Wmn’s ASU', 'available'),
('5720', 'Coat, Wmn’s ASU', 'not available'),
('5721', 'Coat, Wmn’s ASU', 'available'),
('5722', 'Coat, Wmn’s ASU', 'not available'),
('5723', 'Coat, Wmn’s ASU', 'available'),
('5724', 'Coat, Wmn’s ASU', 'not available'),
('5725', 'Coat, Wmn’s ASU', 'available'),
('5726', 'Coat, Wmn’s ASU', 'not available'),
('5727', 'Coat, Wmn’s ASU', 'available'),
('5728', 'Coat, Wmn’s ASU', 'not available'),
('5729', 'Coat, Wmn’s ASU', 'available'),
('5730', 'Coat, Wmn’s ASU', 'not available'),
('5731', 'Coat, Wmn’s ASU', 'available'),
('5732', 'Coat, Wmn’s ASU', 'not available'),
('5733', 'Coat, Wmn’s ASU', 'available'),
('5734', 'Coat, Wmn’s ASU', 'not available'),
('5735', 'Coat, Wmn’s ASU', 'available'),
('5736', 'Coat, Wmn’s ASU', 'not available'),
('5737', 'Coat, Wmn’s ASU', 'available'),
('5738', 'Coat, Wmn’s ASU', 'not available'),
('5739', 'Coat, Wmn’s ASU', 'available'),
('5740', 'Coat, Wmn’s ASU', 'not available'),
('5741', 'Coat, Wmn’s ASU', 'available'),
('5742', 'Coat, Wmn’s ASU', 'not available'),
('5743', 'Coat, Wmn’s ASU', 'available'),
('5744', 'Coat, Wmn’s ASU', 'not available'),
('5745', 'Coat, Wmn’s ASU', 'available'),
('5746', 'Coat, Wmn’s ASU', 'not available'),
('5747', 'Coat, Wmn’s ASU', 'available'),
('5748', 'Coat, Wmn’s ASU', 'not available'),
('5749', 'Coat, Wmn’s ASU', 'available'),
('5750', 'Coat, Wmn’s ASU', 'not available'),
('5751', 'Coat, Wmn’s ASU', 'available'),
('5752', 'Coat, Wmn’s ASU', 'not available'),
('5753', 'Coat, Wmn’s ASU', 'available'),
('5754', 'Coat, Wmn’s ASU', 'not available'),
('5755', 'Coat, Wmn’s ASU', 'available'),
('5756', 'Coat, Wmn’s ASU', 'not available'),
('5757', 'Coat, Wmn’s ASU', 'available'),
('5758', 'Coat, Wmn’s ASU', 'not available'),
('5759', 'Coat, Wmn’s ASU', 'available'),
('5760', 'Coat, Wmn’s ASU', 'not available'),
('5761', 'Coat, Wmn’s ASU', 'available'),
('5762', 'Coat, Wmn’s ASU', 'not available'),
('5763', 'Coat, Wmn’s ASU', 'available'),
('5764', 'Coat, Wmn’s ASU', 'not available'),
('5765', 'Coat, Wmn’s ASU', 'available'),
('5766', 'Coat, Wmn’s ASU', 'not available'),
('5767', 'Coat, Wmn’s ASU', 'available'),
('5768', 'Coat, Wmn’s ASU', 'not available'),
('5769', 'Coat, Wmn’s ASU', 'available'),
('5770', 'Coat, Wmn’s ASU', 'not available'),
('5771', 'Coat, Wmn’s ASU', 'available'),
('5772', 'Coat, Wmn’s ASU', 'not available'),
('5773', 'Coat, Wmn’s ASU', 'available'),
('5774', 'Coat, Wmn’s ASU', 'not available'),
('5775', 'Coat, Wmn’s ASU', 'available'),
('5776', 'Coat, Wmn’s ASU', 'not available'),
('5777', 'Coat, Wmn’s ASU', 'available'),
('5778', 'Coat, Wmn’s ASU', 'not available'),
('5779', 'Coat, Wmn’s ASU', 'available'),
('5780', 'Coat, Wmn’s ASU', 'not available'),
('5781', 'Coat, Wmn’s ASU', 'available'),
('5782', 'Coat, Wmn’s ASU', 'not available'),
('5783', 'Coat, Wmn’s ASU', 'available'),
('5784', 'Coat, Wmn’s ASU', 'not available'),
('5785', 'Coat, Wmn’s ASU', 'available'),
('5786', 'Coat, Wmn’s ASU', 'not available'),
('5787', 'Coat, Wmn’s ASU', 'available'),
('5788', 'Coat, Wmn’s ASU', 'not available'),
('5789', 'Coat, Wmn’s ASU', 'available'),
('5790', 'Coat, Wmn’s ASU', 'not available'),
('5791', 'Coat, Wmn’s ASU', 'available'),
('5792', 'Coat, Wmn’s ASU', 'not available'),
('5793', 'Coat, Wmn’s ASU', 'available'),
('5794', 'Coat, Wmn’s ASU', 'not available'),
('5795', 'Coat, Wmn’s ASU', 'available'),
('5796', 'Coat, Wmn’s ASU', 'not available'),
('5797', 'Coat, Wmn’s ASU', 'available'),
('5798', 'Coat, Wmn’s ASU', 'not available'),
('5799', 'Coat, Wmn’s ASU', 'available'),
('5800', 'Coat, Wmn’s ASU', 'not available'),
('5801', 'Coat, Wmn’s ASU', 'available'),
('5802', 'Coat, Wmn’s ASU', 'not available'),
('5803', 'Coat, Wmn’s ASU', 'available'),
('5804', 'Coat, Wmn’s ASU', 'not available'),
('5805', 'Coat, Wmn’s ASU', 'available'),
('5806', 'Coat, Wmn’s ASU', 'not available'),
('5807', 'Coat, Wmn’s ASU', 'available'),
('5808', 'Coat, Wmn’s ASU', 'not available'),
('5809', 'Coat, Wmn’s ASU', 'available'),
('5810', 'Coat, Wmn’s ASU', 'not available'),
('5811', 'Coat, Wmn’s ASU', 'available'),
('5812', 'Coat, Wmn’s ASU', 'not available'),
('5813', 'Coat, Wmn’s ASU', 'available'),
('5814', 'Coat, Wmn’s ASU', 'not available'),
('5815', 'Coat, Wmn’s ASU', 'available'),
('5816', 'Coat, Wmn’s ASU', 'not available'),
('5817', 'Coat, Wmn’s ASU', 'available'),
('5818', 'Coat, Wmn’s ASU', 'not available'),
('5819', 'Coat, Wmn’s ASU', 'available'),
('5820', 'Coat, Wmn’s ASU', 'not available'),
('5821', 'Coat, Wmn’s ASU', 'available'),
('5822', 'Coat, Wmn’s ASU', 'not available'),
('5823', 'Coat, Wmn’s ASU', 'available'),
('5824', 'Coat, Wmn’s ASU', 'not available'),
('5825', 'Coat, Wmn’s ASU', 'available'),
('5826', 'Coat, Wmn’s ASU', 'not available'),
('5827', 'Coat, Wmn’s ASU', 'available'),
('5828', 'Coat, Wmn’s ASU', 'not available'),
('5829', 'Coat, Wmn’s ASU', 'available'),
('5830', 'Coat, Wmn’s ASU', 'not available'),
('5831', 'Coat, Wmn’s ASU', 'available'),
('5832', 'Coat, Wmn’s ASU', 'not available'),
('5833', 'Coat, Wmn’s ASU', 'available'),
('5834', 'Coat, Wmn’s ASU', 'not available'),
('5835', 'Coat, Wmn’s ASU', 'available'),
('5836', 'Coat, Wmn’s ASU', 'not available'),
('5837', 'Coat, Wmn’s ASU', 'available'),
('5838', 'Coat, Wmn’s ASU', 'not available'),
('5839', 'Coat, Wmn’s ASU', 'available'),
('5840', 'Coat, Wmn’s ASU', 'not available'),
('5841', 'Coat, Wmn’s ASU', 'available'),
('5842', 'Coat, Wmn’s ASU', 'not available'),
('5843', 'Coat, Wmn’s ASU', 'available'),
('5844', 'Coat, Wmn’s ASU', 'not available'),
('5845', 'Coat, Wmn’s ASU', 'available'),
('5846', 'Coat, Wmn’s ASU', 'not available'),
('5847', 'Coat, Wmn’s ASU', 'available'),
('5848', 'Coat, Wmn’s ASU', 'not available'),
('5849', 'Coat, Wmn’s ASU', 'available'),
('5850', 'Coat, Wmn’s ASU', 'not available'),
('5851', 'Skirt, Wmn’s Asu', 'available'),
('5852', 'Skirt, Wmn’s Asu', 'not available'),
('5853', 'Skirt, Wmn’s Asu', 'available'),
('5854', 'Skirt, Wmn’s Asu', 'not available'),
('5855', 'Skirt, Wmn’s Asu', 'available'),
('5856', 'Skirt, Wmn’s Asu', 'not available'),
('5857', 'Skirt, Wmn’s Asu', 'available'),
('5858', 'Skirt, Wmn’s Asu', 'not available'),
('5859', 'Skirt, Wmn’s Asu', 'available'),
('5860', 'Skirt, Wmn’s Asu', 'not available'),
('5861', 'Skirt, Wmn’s Asu', 'available'),
('5862', 'Skirt, Wmn’s Asu', 'not available'),
('5863', 'Skirt, Wmn’s Asu', 'available'),
('5864', 'Skirt, Wmn’s Asu', 'not available'),
('5865', 'Skirt, Wmn’s Asu', 'available'),
('5866', 'Skirt, Wmn’s Asu', 'not available'),
('5867', 'Skirt, Wmn’s Asu', 'available'),
('5868', 'Skirt, Wmn’s Asu', 'not available'),
('5869', 'Skirt, Wmn’s Asu', 'available'),
('5870', 'Skirt, Wmn’s Asu', 'not available'),
('5871', 'Skirt, Wmn’s Asu', 'available'),
('5872', 'Skirt, Wmn’s Asu', 'not available'),
('5873', 'Skirt, Wmn’s Asu', 'available'),
('5874', 'Skirt, Wmn’s Asu', 'not available'),
('5875', 'Skirt, Wmn’s Asu', 'available'),
('5876', 'Skirt, Wmn’s Asu', 'not available'),
('5877', 'Skirt, Wmn’s Asu', 'available'),
('5878', 'Skirt, Wmn’s Asu', 'not available'),
('5879', 'Skirt, Wmn’s Asu', 'available'),
('5880', 'Skirt, Wmn’s Asu', 'not available'),
('5881', 'Skirt, Wmn’s Asu', 'available'),
('5882', 'Skirt, Wmn’s Asu', 'not available'),
('5883', 'Skirt, Wmn’s Asu', 'available'),
('5884', 'Skirt, Wmn’s Asu', 'not available'),
('5885', 'Skirt, Wmn’s Asu', 'available'),
('5886', 'Skirt, Wmn’s Asu', 'not available'),
('5887', 'Skirt, Wmn’s Asu', 'available'),
('5888', 'Skirt, Wmn’s Asu', 'not available'),
('5889', 'Skirt, Wmn’s Asu', 'available'),
('5890', 'Skirt, Wmn’s Asu', 'not available'),
('5891', 'Skirt, Wmn’s Asu', 'available'),
('5892', 'Skirt, Wmn’s Asu', 'not available'),
('5893', 'Skirt, Wmn’s Asu', 'available'),
('5894', 'Skirt, Wmn’s Asu', 'not available'),
('5895', 'Skirt, Wmn’s Asu', 'available'),
('5896', 'Skirt, Wmn’s Asu', 'not available'),
('5897', 'Skirt, Wmn’s Asu', 'available'),
('5898', 'Skirt, Wmn’s Asu', 'not available'),
('5899', 'Skirt, Wmn’s Asu', 'available'),
('5900', 'Skirt, Wmn’s Asu', 'not available'),
('5901', 'Skirt, Wmn’s Asu', 'available'),
('5902', 'Skirt, Wmn’s Asu', 'not available'),
('5903', 'Skirt, Wmn’s Asu', 'available'),
('5904', 'Skirt, Wmn’s Asu', 'not available'),
('5905', 'Skirt, Wmn’s Asu', 'available'),
('5906', 'Skirt, Wmn’s Asu', 'not available'),
('5907', 'Skirt, Wmn’s Asu', 'available'),
('5908', 'Skirt, Wmn’s Asu', 'not available'),
('5909', 'Skirt, Wmn’s Asu', 'available'),
('5910', 'Skirt, Wmn’s Asu', 'not available'),
('5911', 'Skirt, Wmn’s Asu', 'available'),
('5912', 'Skirt, Wmn’s Asu', 'not available'),
('5913', 'Skirt, Wmn’s Asu', 'available'),
('5914', 'Skirt, Wmn’s Asu', 'not available'),
('5915', 'Skirt, Wmn’s Asu', 'available'),
('5916', 'Skirt, Wmn’s Asu', 'not available'),
('5917', 'Skirt, Wmn’s Asu', 'available'),
('5918', 'Skirt, Wmn’s Asu', 'not available'),
('5919', 'Skirt, Wmn’s Asu', 'available'),
('5920', 'Skirt, Wmn’s Asu', 'not available'),
('5921', 'Skirt, Wmn’s Asu', 'available'),
('5922', 'Skirt, Wmn’s Asu', 'not available'),
('5923', 'Skirt, Wmn’s Asu', 'available'),
('5924', 'Skirt, Wmn’s Asu', 'not available'),
('5925', 'Skirt, Wmn’s Asu', 'available'),
('5926', 'Skirt, Wmn’s Asu', 'not available'),
('5927', 'Skirt, Wmn’s Asu', 'available'),
('5928', 'Skirt, Wmn’s Asu', 'not available'),
('5929', 'Skirt, Wmn’s Asu', 'available'),
('5930', 'Skirt, Wmn’s Asu', 'not available'),
('5931', 'Skirt, Wmn’s Asu', 'available'),
('5932', 'Skirt, Wmn’s Asu', 'not available'),
('5933', 'Skirt, Wmn’s Asu', 'available'),
('5934', 'Skirt, Wmn’s Asu', 'not available'),
('5935', 'Skirt, Wmn’s Asu', 'available'),
('5936', 'Skirt, Wmn’s Asu', 'not available'),
('5937', 'Skirt, Wmn’s Asu', 'available'),
('5938', 'Skirt, Wmn’s Asu', 'not available'),
('5939', 'Skirt, Wmn’s Asu', 'available'),
('5940', 'Skirt, Wmn’s Asu', 'not available'),
('5941', 'Skirt, Wmn’s Asu', 'available'),
('5942', 'Skirt, Wmn’s Asu', 'not available'),
('5943', 'Skirt, Wmn’s Asu', 'available'),
('5944', 'Skirt, Wmn’s Asu', 'not available'),
('5945', 'Skirt, Wmn’s Asu', 'available'),
('5946', 'Skirt, Wmn’s Asu', 'not available'),
('5947', 'Skirt, Wmn’s Asu', 'available'),
('5948', 'Skirt, Wmn’s Asu', 'not available'),
('5949', 'Skirt, Wmn’s Asu', 'available'),
('5950', 'Skirt, Wmn’s Asu', 'not available'),
('5951', 'Skirt, Wmn’s Asu', 'available'),
('5952', 'Skirt, Wmn’s Asu', 'not available'),
('5953', 'Skirt, Wmn’s Asu', 'available'),
('5954', 'Skirt, Wmn’s Asu', 'not available'),
('5955', 'Skirt, Wmn’s Asu', 'available'),
('5956', 'Skirt, Wmn’s Asu', 'not available'),
('5957', 'Skirt, Wmn’s Asu', 'available'),
('5958', 'Skirt, Wmn’s Asu', 'not available'),
('5959', 'Skirt, Wmn’s Asu', 'available'),
('5960', 'Skirt, Wmn’s Asu', 'not available'),
('5961', 'Skirt, Wmn’s Asu', 'available'),
('5962', 'Skirt, Wmn’s Asu', 'not available'),
('5963', 'Skirt, Wmn’s Asu', 'available'),
('5964', 'Skirt, Wmn’s Asu', 'not available'),
('5965', 'Skirt, Wmn’s Asu', 'available'),
('5966', 'Skirt, Wmn’s Asu', 'not available'),
('5967', 'Skirt, Wmn’s Asu', 'available'),
('5968', 'Skirt, Wmn’s Asu', 'not available'),
('5969', 'Skirt, Wmn’s Asu', 'available'),
('5970', 'Skirt, Wmn’s Asu', 'not available'),
('5971', 'Skirt, Wmn’s Asu', 'available'),
('5972', 'Skirt, Wmn’s Asu', 'not available'),
('5973', 'Skirt, Wmn’s Asu', 'available'),
('5974', 'Skirt, Wmn’s Asu', 'not available'),
('5975', 'Skirt, Wmn’s Asu', 'available'),
('5976', 'Skirt, Wmn’s Asu', 'not available'),
('5977', 'Skirt, Wmn’s Asu', 'available'),
('5978', 'Skirt, Wmn’s Asu', 'not available'),
('5979', 'Skirt, Wmn’s Asu', 'available'),
('5980', 'Skirt, Wmn’s Asu', 'not available'),
('5981', 'Skirt, Wmn’s Asu', 'available'),
('5982', 'Skirt, Wmn’s Asu', 'not available'),
('5983', 'Skirt, Wmn’s Asu', 'available'),
('5984', 'Skirt, Wmn’s Asu', 'not available'),
('5985', 'Skirt, Wmn’s Asu', 'available'),
('5986', 'Skirt, Wmn’s Asu', 'not available'),
('5987', 'Skirt, Wmn’s Asu', 'available'),
('5988', 'Skirt, Wmn’s Asu', 'not available'),
('5989', 'Skirt, Wmn’s Asu', 'available'),
('5990', 'Skirt, Wmn’s Asu', 'not available'),
('5991', 'Skirt, Wmn’s Asu', 'available'),
('5992', 'Skirt, Wmn’s Asu', 'not available'),
('5993', 'Skirt, Wmn’s Asu', 'available'),
('5994', 'Skirt, Wmn’s Asu', 'not available'),
('5995', 'Skirt, Wmn’s Asu', 'available'),
('5996', 'Skirt, Wmn’s Asu', 'not available'),
('5997', 'Skirt, Wmn’s Asu', 'available'),
('5998', 'Skirt, Wmn’s Asu', 'not available'),
('5999', 'Skirt, Wmn’s Asu', 'available'),
('6000', 'Skirt, Wmn’s Asu', 'not available'),
('6001', 'Slacks, Wmn’s ASU', 'available'),
('6002', 'Slacks, Wmn’s ASU', 'not available'),
('6003', 'Slacks, Wmn’s ASU', 'available'),
('6004', 'Slacks, Wmn’s ASU', 'not available'),
('6005', 'Slacks, Wmn’s ASU', 'available'),
('6006', 'Slacks, Wmn’s ASU', 'not available'),
('6007', 'Slacks, Wmn’s ASU', 'available'),
('6008', 'Slacks, Wmn’s ASU', 'not available'),
('6009', 'Slacks, Wmn’s ASU', 'available'),
('6010', 'Slacks, Wmn’s ASU', 'not available'),
('6011', 'Slacks, Wmn’s ASU', 'available'),
('6012', 'Slacks, Wmn’s ASU', 'not available'),
('6013', 'Slacks, Wmn’s ASU', 'available'),
('6014', 'Slacks, Wmn’s ASU', 'not available'),
('6015', 'Slacks, Wmn’s ASU', 'available'),
('6016', 'Slacks, Wmn’s ASU', 'not available'),
('6017', 'Slacks, Wmn’s ASU', 'available'),
('6018', 'Slacks, Wmn’s ASU', 'not available'),
('6019', 'Slacks, Wmn’s ASU', 'available'),
('6020', 'Slacks, Wmn’s ASU', 'not available'),
('6021', 'Slacks, Wmn’s ASU', 'available'),
('6022', 'Slacks, Wmn’s ASU', 'not available'),
('6023', 'Slacks, Wmn’s ASU', 'available'),
('6024', 'Slacks, Wmn’s ASU', 'not available'),
('6025', 'Slacks, Wmn’s ASU', 'available'),
('6026', 'Slacks, Wmn’s ASU', 'not available'),
('6027', 'Slacks, Wmn’s ASU', 'available'),
('6028', 'Slacks, Wmn’s ASU', 'not available'),
('6029', 'Slacks, Wmn’s ASU', 'available'),
('6030', 'Slacks, Wmn’s ASU', 'not available'),
('6031', 'Slacks, Wmn’s ASU', 'available'),
('6032', 'Slacks, Wmn’s ASU', 'not available'),
('6033', 'Slacks, Wmn’s ASU', 'available'),
('6034', 'Slacks, Wmn’s ASU', 'not available'),
('6035', 'Slacks, Wmn’s ASU', 'available'),
('6036', 'Slacks, Wmn’s ASU', 'not available'),
('6037', 'Slacks, Wmn’s ASU', 'available'),
('6038', 'Slacks, Wmn’s ASU', 'not available'),
('6039', 'Slacks, Wmn’s ASU', 'available'),
('6040', 'Slacks, Wmn’s ASU', 'not available'),
('6041', 'Slacks, Wmn’s ASU', 'available'),
('6042', 'Slacks, Wmn’s ASU', 'not available'),
('6043', 'Slacks, Wmn’s ASU', 'available'),
('6044', 'Slacks, Wmn’s ASU', 'not available'),
('6045', 'Slacks, Wmn’s ASU', 'available'),
('6046', 'Slacks, Wmn’s ASU', 'not available'),
('6047', 'Slacks, Wmn’s ASU', 'available'),
('6048', 'Slacks, Wmn’s ASU', 'not available'),
('6049', 'Slacks, Wmn’s ASU', 'available'),
('6050', 'Slacks, Wmn’s ASU', 'not available'),
('6051', 'Slacks, Wmn’s ASU', 'available'),
('6052', 'Slacks, Wmn’s ASU', 'not available'),
('6053', 'Slacks, Wmn’s ASU', 'available'),
('6054', 'Slacks, Wmn’s ASU', 'not available'),
('6055', 'Slacks, Wmn’s ASU', 'available'),
('6056', 'Slacks, Wmn’s ASU', 'not available'),
('6057', 'Slacks, Wmn’s ASU', 'available'),
('6058', 'Slacks, Wmn’s ASU', 'not available'),
('6059', 'Slacks, Wmn’s ASU', 'available'),
('6060', 'Slacks, Wmn’s ASU', 'not available'),
('6061', 'Slacks, Wmn’s ASU', 'available'),
('6062', 'Slacks, Wmn’s ASU', 'not available'),
('6063', 'Slacks, Wmn’s ASU', 'available'),
('6064', 'Slacks, Wmn’s ASU', 'not available'),
('6065', 'Slacks, Wmn’s ASU', 'available'),
('6066', 'Slacks, Wmn’s ASU', 'not available'),
('6067', 'Slacks, Wmn’s ASU', 'available'),
('6068', 'Slacks, Wmn’s ASU', 'not available'),
('6069', 'Slacks, Wmn’s ASU', 'available'),
('6070', 'Slacks, Wmn’s ASU', 'not available'),
('6071', 'Slacks, Wmn’s ASU', 'available'),
('6072', 'Slacks, Wmn’s ASU', 'not available'),
('6073', 'Slacks, Wmn’s ASU', 'available'),
('6074', 'Slacks, Wmn’s ASU', 'not available'),
('6075', 'Slacks, Wmn’s ASU', 'available'),
('6076', 'Slacks, Wmn’s ASU', 'not available'),
('6077', 'Slacks, Wmn’s ASU', 'available'),
('6078', 'Slacks, Wmn’s ASU', 'not available'),
('6079', 'Slacks, Wmn’s ASU', 'available'),
('6080', 'Slacks, Wmn’s ASU', 'not available'),
('6081', 'Slacks, Wmn’s ASU', 'available'),
('6082', 'Slacks, Wmn’s ASU', 'not available'),
('6083', 'Slacks, Wmn’s ASU', 'available'),
('6084', 'Slacks, Wmn’s ASU', 'not available'),
('6085', 'Slacks, Wmn’s ASU', 'available'),
('6086', 'Slacks, Wmn’s ASU', 'not available'),
('6087', 'Slacks, Wmn’s ASU', 'available'),
('6088', 'Slacks, Wmn’s ASU', 'not available'),
('6089', 'Slacks, Wmn’s ASU', 'available'),
('6090', 'Slacks, Wmn’s ASU', 'not available'),
('6091', 'Slacks, Wmn’s ASU', 'available'),
('6092', 'Slacks, Wmn’s ASU', 'not available'),
('6093', 'Slacks, Wmn’s ASU', 'available'),
('6094', 'Slacks, Wmn’s ASU', 'not available'),
('6095', 'Slacks, Wmn’s ASU', 'available'),
('6096', 'Slacks, Wmn’s ASU', 'not available'),
('6097', 'Slacks, Wmn’s ASU', 'available'),
('6098', 'Slacks, Wmn’s ASU', 'not available'),
('6099', 'Slacks, Wmn’s ASU', 'available'),
('6100', 'Slacks, Wmn’s ASU', 'not available'),
('6101', 'Slacks, Wmn’s ASU', 'available'),
('6102', 'Slacks, Wmn’s ASU', 'not available'),
('6103', 'Slacks, Wmn’s ASU', 'available'),
('6104', 'Slacks, Wmn’s ASU', 'not available'),
('6105', 'Slacks, Wmn’s ASU', 'available'),
('6106', 'Slacks, Wmn’s ASU', 'not available'),
('6107', 'Slacks, Wmn’s ASU', 'available'),
('6108', 'Slacks, Wmn’s ASU', 'not available'),
('6109', 'Slacks, Wmn’s ASU', 'available'),
('6110', 'Slacks, Wmn’s ASU', 'not available'),
('6111', 'Slacks, Wmn’s ASU', 'available'),
('6112', 'Slacks, Wmn’s ASU', 'not available'),
('6113', 'Slacks, Wmn’s ASU', 'available'),
('6114', 'Slacks, Wmn’s ASU', 'not available'),
('6115', 'Slacks, Wmn’s ASU', 'available'),
('6116', 'Slacks, Wmn’s ASU', 'not available'),
('6117', 'Slacks, Wmn’s ASU', 'available'),
('6118', 'Slacks, Wmn’s ASU', 'not available'),
('6119', 'Slacks, Wmn’s ASU', 'available'),
('6120', 'Slacks, Wmn’s ASU', 'not available'),
('6121', 'Slacks, Wmn’s ASU', 'available'),
('6122', 'Slacks, Wmn’s ASU', 'not available'),
('6123', 'Slacks, Wmn’s ASU', 'available'),
('6124', 'Slacks, Wmn’s ASU', 'not available'),
('6125', 'Slacks, Wmn’s ASU', 'available'),
('6126', 'Slacks, Wmn’s ASU', 'not available'),
('6127', 'Slacks, Wmn’s ASU', 'available'),
('6128', 'Slacks, Wmn’s ASU', 'not available'),
('6129', 'Slacks, Wmn’s ASU', 'available'),
('6130', 'Slacks, Wmn’s ASU', 'not available'),
('6131', 'Slacks, Wmn’s ASU', 'available'),
('6132', 'Slacks, Wmn’s ASU', 'not available'),
('6133', 'Slacks, Wmn’s ASU', 'available'),
('6134', 'Slacks, Wmn’s ASU', 'not available'),
('6135', 'Slacks, Wmn’s ASU', 'available'),
('6136', 'Slacks, Wmn’s ASU', 'not available'),
('6137', 'Slacks, Wmn’s ASU', 'available'),
('6138', 'Slacks, Wmn’s ASU', 'not available'),
('6139', 'Slacks, Wmn’s ASU', 'available'),
('6140', 'Slacks, Wmn’s ASU', 'not available'),
('6141', 'Slacks, Wmn’s ASU', 'available'),
('6142', 'Slacks, Wmn’s ASU', 'not available'),
('6143', 'Slacks, Wmn’s ASU', 'available'),
('6144', 'Slacks, Wmn’s ASU', 'not available'),
('6145', 'Slacks, Wmn’s ASU', 'available'),
('6146', 'Slacks, Wmn’s ASU', 'not available'),
('6147', 'Slacks, Wmn’s ASU', 'available'),
('6148', 'Slacks, Wmn’s ASU', 'not available'),
('6149', 'Slacks, Wmn’s ASU', 'available'),
('6150', 'Slacks, Wmn’s ASU', 'not available'),
('6151', 'Coat, Men’s ASU', 'available'),
('6152', 'Coat, Men’s ASU', 'not available'),
('6153', 'Coat, Men’s ASU', 'available'),
('6154', 'Coat, Men’s ASU', 'not available'),
('6155', 'Coat, Men’s ASU', 'available'),
('6156', 'Coat, Men’s ASU', 'not available'),
('6157', 'Coat, Men’s ASU', 'available'),
('6158', 'Coat, Men’s ASU', 'not available'),
('6159', 'Coat, Men’s ASU', 'available'),
('6160', 'Coat, Men’s ASU', 'not available'),
('6161', 'Coat, Men’s ASU', 'available'),
('6162', 'Coat, Men’s ASU', 'not available'),
('6163', 'Coat, Men’s ASU', 'available'),
('6164', 'Coat, Men’s ASU', 'not available'),
('6165', 'Coat, Men’s ASU', 'available'),
('6166', 'Coat, Men’s ASU', 'not available'),
('6167', 'Coat, Men’s ASU', 'available'),
('6168', 'Coat, Men’s ASU', 'not available'),
('6169', 'Coat, Men’s ASU', 'available'),
('6170', 'Coat, Men’s ASU', 'not available'),
('6171', 'Coat, Men’s ASU', 'available'),
('6172', 'Coat, Men’s ASU', 'not available'),
('6173', 'Coat, Men’s ASU', 'available'),
('6174', 'Coat, Men’s ASU', 'not available'),
('6175', 'Coat, Men’s ASU', 'available'),
('6176', 'Coat, Men’s ASU', 'not available'),
('6177', 'Coat, Men’s ASU', 'available'),
('6178', 'Coat, Men’s ASU', 'not available'),
('6179', 'Coat, Men’s ASU', 'available'),
('6180', 'Coat, Men’s ASU', 'not available'),
('6181', 'Coat, Men’s ASU', 'available'),
('6182', 'Coat, Men’s ASU', 'not available'),
('6183', 'Coat, Men’s ASU', 'available'),
('6184', 'Coat, Men’s ASU', 'not available'),
('6185', 'Coat, Men’s ASU', 'available'),
('6186', 'Coat, Men’s ASU', 'not available'),
('6187', 'Coat, Men’s ASU', 'available'),
('6188', 'Coat, Men’s ASU', 'not available'),
('6189', 'Coat, Men’s ASU', 'available'),
('6190', 'Coat, Men’s ASU', 'not available'),
('6191', 'Coat, Men’s ASU', 'available'),
